MONTH;JOBTYPE;JOBFILE;CUSTOMER;MKT;REVENUE;COST;PROFIT;MARGIN;NEWCUSTOMER
01/02/2025;MDP;MOCK-0102202502250018;PT. CAHAYA NIAGA;SANTOSO;101327174.7;90263822.31;11063352.39;10.9184;REGULAR
01/02/2025;MDP;MOCK-0102202502250019;PT. AGUNG LOGISTIK;SANTOSO;17710241.68;16251879.8;1458361.88;8.2346;REGULAR
01/02/2025;MDP;MOCK-0102202502250020;PT. CAHAYA NIAGA;SANTOSO;27873653.33;25155535.74;2718117.59;9.7516;REGULAR
01/02/2025;MDP;MOCK-0102202502250021;PT. AGUNG LOGISTIK;SANTOSO;16008470.57;14314106.38;1694364.19;10.5842;REGULAR
01/02/2025;MDP;MOCK-0102202502250022;PT. CAHAYA NIAGA;SANTOSO;26446675.45;24116776.04;2329899.41;8.8098;REGULAR
01/02/2025;MDP;MOCK-0102202502250023;PT. AGUNG LOGISTIK;SANTOSO;63774186.37;58141520.12;5632666.25;8.8322;REGULAR
01/02/2025;EXPORT FCL;MOCK-0102202502250003;PT. GLOBAL BANGUNAN;BUDIMAN;7542606.01;5724125.79;1818480.22;24.1094;REGULAR
01/02/2025;EXPORT FCL;MOCK-0102202502250004;CV. BAHARI KONSULTAN;BUDIMAN;12043551.06;10321917.23;1721633.83;14.2951;REGULAR
01/02/2025;EXPORT FCL;MOCK-0102202502250005;CV. MITRA BUANA;BUDIMAN;39607588.37;37025511.27;2582077.1;6.5191;REGULAR
01/02/2025;MDP;MOCK-0102202502250007;PT. PRIMA PERSADA;TEJAKUSUMA;244335.14;148213.65;96121.49;39.34;REGULAR
01/02/2025;MDP;MOCK-0102202502250008;PT. BERKAH FURNITURE;FERNANDO;6779212.27;6261355.78;517856.49;7.6389;REGULAR
01/02/2025;MDP;MOCK-0102202502250009;PT. BERKAH FURNITURE;FERNANDO;7837946.28;7239214.27;598732.01;7.6389;REGULAR
01/02/2025;MDP;MOCK-0102202502250010;PT. BERKAH FURNITURE;FERNANDO;6611606.25;6106553.0;505053.25;7.6389;REGULAR
01/02/2025;MDP;MOCK-0102202502250011;PT. BERKAH FURNITURE;FERNANDO;6171115.18;5699710.55;471404.63;7.6389;REGULAR
01/02/2025;MDP;MOCK-0102202502250012;PT. BERKAH FURNITURE;FERNANDO;1307432.07;1024881.47;282550.6;21.6111;REGULAR
01/02/2025;MDP;MOCK-0102202502250013;CV. AGUNG INDUSTRI;FERNANDO;25330288.2;22289246.76;3041041.44;12.0056;REGULAR
01/02/2025;MDP;MOCK-0102202502250014;PT. BERKAH FURNITURE;FERNANDO;6101182.35;5768390.59;332791.76;5.4545;REGULAR
01/02/2025;MDP;MOCK-0102202502250015;PT. PRIMA KONSULTAN;HADI;4245152.48;3631682.57;613469.91;14.4511;REGULAR
01/02/2025;MDP;MOCK-0102202502250016;PT. PRIMA KONSULTAN;HADI;3923559.36;3268081.24;655478.12;16.7062;REGULAR
01/02/2025;MDP;MOCK-0102202502250017;PT. PRIMA PERSADA;TEJAKUSUMA;62546671.29;58845993.24;3700678.05;5.9167;REGULAR
01/02/2025;MDP;MOCK-0102202502250018;PT. PRIMA KONSULTAN;HADI;3837402.89;3588643.01;248759.88;6.4825;REGULAR
01/02/2025;MDP;MOCK-0102202502250019;PT. BERKAH FURNITURE;FERNANDO;3146948.49;2694932.25;452016.24;14.3636;REGULAR
01/02/2025;MDP;MOCK-0102202502250020;PT. SARI DAGANG;BUDIMAN;3032594.16;2476618.56;555975.6;18.3333;REGULAR
01/02/2025;MDP;MOCK-0102202502250021;PT. BERKAH FURNITURE;FERNANDO;3112370.64;2891675.27;220695.37;7.0909;REGULAR
01/02/2025;MDP;MOCK-0102202502250022;PT. BERKAH FURNITURE;FERNANDO;2432656.95;2211506.31;221150.64;9.0909;REGULAR
01/02/2025;MDP;MOCK-0102202502250023;PT. BERKAH FURNITURE;FERNANDO;8216065.32;7588449.22;627616.1;7.6389;REGULAR
01/03/2025;EXPORT AF;MOCK-0103202503250004;CV. CEMERLANG DISTRIBUSI;BUDIMAN;24863548.79;20913758.19;3949790.6;15.8859;NEW CUSTOMER
01/03/2025;EXPORT AF;MOCK-0103202503250006;CV. INDAH BANGUNAN;BUDIMAN;6236937.75;4709502.63;1527435.12;24.4901;NEW CUSTOMER
01/03/2025;IMPORT AF;MOCK-0103202503250001;CV. SEJATI BANGUNAN;BUDIMAN;438697.07;393036.88;45660.19;10.4081;REGULAR
01/03/2025;MDP;MOCK-0103202503250024;PT. AGUNG LOGISTIK;SANTOSO;50629282.53;45919320.4;4709962.13;9.3028;REGULAR
01/03/2025;MDP;MOCK-0103202503250025;PT. AGUNG LOGISTIK;SANTOSO;29866833.71;27065050.5;2801783.21;9.3809;REGULAR
01/03/2025;MDP;MOCK-0103202503250026;PT. AGUNG LOGISTIK;SANTOSO;67643981.64;62068580.52;5575401.12;8.2423;REGULAR
01/03/2025;MDP;MOCK-0103202503250027;PT. AGUNG LOGISTIK;SANTOSO;13540549.88;12424398.04;1116151.84;8.243;REGULAR
01/03/2025;MDP;MOCK-0103202503250028;PT. ASRI LOGISTIK;SANTOSO;14799216.7;13410087.08;1389129.62;9.3865;REGULAR
01/03/2025;MDP;MOCK-0103202503250030;PT. SUKSES KREASI;SANTOSO;15383894.29;13546263.39;1837630.9;11.9452;REGULAR
01/03/2025;MDP;MOCK-0103202503250031;CV. MANDIRI SAMUDRA;SANTOSO;15471859.48;13689448.87;1782410.61;11.5203;NEW CUSTOMER
01/03/2025;MDP;MOCK-0103202503250032;PT. ASRI LOGISTIK;SANTOSO;16695460.97;15479679.08;1215781.89;7.2821;REGULAR
01/03/2025;MDP;MOCK-0103202503250033;PT. PRIMA LOGISTIK;SANTOSO;18968176.4;17319129.57;1649046.83;8.6938;REGULAR
01/03/2025;MDP;MOCK-0103202503250034;PT. AGUNG LOGISTIK;SANTOSO;77569244.88;70148825.52;7420419.36;9.5662;REGULAR
01/03/2025;MDP;MOCK-0103202503250035;PT. AGUNG LOGISTIK;SANTOSO;15563191.36;14298730.13;1264461.23;8.1247;REGULAR
01/03/2025;MDP;MOCK-0103202503250036;PT. AGUNG LOGISTIK;SANTOSO;15615644.1;14395867.77;1219776.33;7.8112;REGULAR
01/03/2025;MDP;MOCK-0103202503250037;PT. AGUNG LOGISTIK;SANTOSO;14507681.27;13327993.05;1179688.22;8.1315;REGULAR
01/03/2025;MDP;MOCK-0103202503250038;PT. AGUNG LOGISTIK;SANTOSO;16235179.49;14857656.26;1377523.23;8.4848;REGULAR
01/03/2025;MDP;MOCK-0103202503250039;PT. AGUNG LOGISTIK;SANTOSO;31296991.65;28713101.08;2583890.57;8.256;REGULAR
01/03/2025;MDP;MOCK-0103202503250040;PT. AGUNG LOGISTIK;SANTOSO;236543417.84;214994075.66;21549342.18;9.1101;REGULAR
01/03/2025;MDP;MOCK-0103202503250041;PT. AGUNG LOGISTIK;SANTOSO;33209026.24;30754082.12;2454944.12;7.3924;REGULAR
01/03/2025;MDP;MOCK-0103202503250042;PT. AGUNG LOGISTIK;SANTOSO;198923922.82;181268271.9;17655650.92;8.8756;REGULAR
01/03/2025;MDP;MOCK-0103202503250043;PT. AGUNG LOGISTIK;SANTOSO;15567823.26;14272188.3;1295634.96;8.3225;REGULAR
01/03/2025;MDP;MOCK-0103202503250044;PT. AGUNG LOGISTIK;SANTOSO;17929818.25;16196658.14;1733160.11;9.6664;REGULAR
01/03/2025;EXPORT FCL;MOCK-0103202503250006;CV. MITRA BUANA;BUDIMAN;34367584.95;23495787.25;10871797.7;31.6339;REGULAR
01/03/2025;EXPORT FCL;MOCK-0103202503250007;PT. SUKSES SENTRAL;BUDIMAN;11485807.67;9514445.49;1971362.18;17.1635;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-0103202503250008;CV. CEMERLANG ANUGRAH;BUDIMAN;9260786.7;5716532.79;3544253.91;38.2716;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-0103202503250009;PT. MITRA SAMUDRA;BUDIMAN;41668901.67;35259788.79;6409112.88;15.381;REGULAR
01/03/2025;EXPORT FCL;MOCK-0103202503250010;CV. SEJATI BANGUNAN;BUDIMAN;2638785.62;2050558.24;588227.38;22.2916;REGULAR
01/03/2025;EXPORT FCL;MOCK-0103202503250011;CV. BAHARI KONSULTAN;BUDIMAN;13429061.67;11656132.41;1772929.26;13.2022;REGULAR
01/03/2025;EXPORT FCL;MOCK-0103202503250012;PT. CAHAYA TEKNIK;BUDIMAN;7167694.44;6626867.44;540827.0;7.5453;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-0103202503250013;PT. SUKSES NIAGA;BUDIMAN;2265783.52;1522335.84;743447.68;32.8119;REGULAR
01/03/2025;IMPORT FCL;MOCK-0103202503250001;PT. INDAH TEKNIK;BUDIMAN;2213693.43;1777052.14;436641.29;19.7246;REGULAR
01/03/2025;MDP;MOCK-0103202503250024;PT. PRIMA PERSADA;TEJAKUSUMA;2606885.64;2440334.75;166550.89;6.3889;REGULAR
01/03/2025;MDP;MOCK-0103202503250026;PT. BERKAH FURNITURE;FERNANDO;16415581.97;15509894.69;905687.28;5.5172;REGULAR
01/03/2025;MDP;MOCK-0103202503250027;PT. PRIMA PERSADA;TEJAKUSUMA;10172765.76;7243351.25;2929414.51;28.7966;REGULAR
01/03/2025;MDP;MOCK-0103202503250029;PT. PRIMA PERSADA;TEJAKUSUMA;1773833.93;1569178.33;204655.6;11.5375;REGULAR
01/03/2025;MDP;MOCK-0103202503250030;PT. BERKAH FURNITURE;FERNANDO;3310894.32;2849438.42;461455.9;13.9375;REGULAR
01/03/2025;MDP;MOCK-0103202503250031;CV. HARMONI PERKASA;HADI;4557265.96;4231282.33;325983.63;7.1531;REGULAR
01/03/2025;MDP;MOCK-0103202503250032;PT. SARI DAGANG;BUDIMAN;3043143.49;2535952.91;507190.58;16.6667;REGULAR
01/03/2025;MDP;MOCK-0103202503250033;PT. BERKAH FURNITURE;FERNANDO;5440779.4;4675669.8;765109.6;14.0625;REGULAR
01/03/2025;MDP;MOCK-0103202503250035;PT. BERKAH FURNITURE;FERNANDO;2995437.17;2621007.52;374429.65;12.5;REGULAR
01/04/2025;IMPORT AF;MOCK-0104202504250002;CV. PRIMA PERSADA;KUSUMA;17192615.56;17561685.91;-369070.35;-2.1467;NEW CUSTOMER
01/04/2025;IMPORT FCL;MOCK-0104202504250002;CV. PRIMA PERSADA;KUSUMA;5321486.16;4911887.99;409598.17;7.6971;NEW THIS MONTH
01/04/2025;IMPORT FCL;MOCK-0104202504250003;CV. PRIMA PERSADA;KUSUMA;6843140.03;6032170.97;810969.06;11.8508;NEW THIS MONTH
01/04/2025;IMPORT LCL;MOCK-0104202504250001;CV. PRIMA PERSADA;KUSUMA;19172948.42;17421539.69;1751408.73;9.1348;NEW THIS MONTH
01/04/2025;EXPORT FCL;MOCK-0104202504250001;PT. GLOBAL BANGUNAN;BUDIMAN;7444540.79;6568091.55;876449.24;11.773;REGULAR
01/04/2025;EXPORT FCL;MOCK-0104202504250001;PT. GLOBAL BANGUNAN;BUDIMAN;1160920.23;384337.73;776582.5;66.8937;REGULAR
01/04/2025;EXPORT FCL;MOCK-0104202504250002;CV. BAHARI KONSULTAN;BUDIMAN;11833348.91;11661348.72;172000.19;1.4535;REGULAR
01/04/2025;EXPORT LCL;MOCK-0104202504250015;CV. JAYA SENTRAL;BUDIMAN;3022155.58;2392404.46;629751.12;20.8378;NEW CUSTOMER
01/04/2025;MDP;MOCK-0104202504250045;PT. CAHAYA NIAGA;SANTOSO;16315956.78;14608529.26;1707427.52;10.4648;REGULAR
01/04/2025;MDP;MOCK-0104202504250046;PT. SEJATI KONSULTAN;SANTOSO;15327010.89;13444241.41;1882769.48;12.284;REGULAR
01/04/2025;MDP;MOCK-0104202504250047;PT. AGUNG LOGISTIK;SANTOSO;8009700.84;6250198.7;1759502.14;21.9671;REGULAR
01/04/2025;MDP;MOCK-0104202504250048;PT. AGUNG LOGISTIK;SANTOSO;46604757.29;41885267.56;4719489.73;10.1266;REGULAR
01/04/2025;MDP;MOCK-0104202504250049;PT. ASRI LOGISTIK;SANTOSO;348684555.24;323775659.69;24908895.55;7.1437;REGULAR
01/04/2025;MDP;MOCK-0104202504250050;CV. INDAH TEKNIK;SANTOSO;14103211.58;13051744.98;1051466.6;7.4555;REGULAR
01/04/2025;MDP;MOCK-0104202504250051;PT. AGUNG LOGISTIK;SANTOSO;63499390.71;57928731.02;5570659.69;8.7728;REGULAR
01/04/2025;MDP;MOCK-0104202504250052;PT. CAHAYA NIAGA;SANTOSO;83868123.24;73353341.07;10514782.17;12.5373;REGULAR
01/04/2025;MDP;MOCK-0104202504250053;PT. AGUNG LOGISTIK;SANTOSO;121934219.46;110931116.78;11003102.68;9.0238;REGULAR
01/04/2025;MDP;MOCK-0104202504250054;PT. ASRI LOGISTIK;SANTOSO;10344481.42;9473909.25;870572.17;8.4158;REGULAR
01/04/2025;MDP;MOCK-0104202504250055;PT. AGUNG LOGISTIK;SANTOSO;152118076.17;141174163.69;10943912.48;7.1944;REGULAR
01/04/2025;MDP;MOCK-0104202504250056;PT. SEJATI KONSULTAN;SANTOSO;13483193.99;11710765.17;1772428.82;13.1455;REGULAR
01/04/2025;MDP;MOCK-0104202504250036;CV. HARMONI PERKASA;HADI;4475685.58;4155537.43;320148.15;7.1531;REGULAR
01/05/2025;EXPORT AF;MOCK-0105202504250007;PT. JAYA LOGISTIK;FERNANDO;57579152.86;40123019.37;17456133.49;30.3168;REGULAR
01/05/2025;EXPORT AF;MOCK-0105202505250008;PT. BINTANG SENTRAL;FERNANDO;22146513.45;13562993.03;8583520.42;38.7579;REGULAR
01/05/2025;MDP;MOCK-0105202504250057;PT. AGUNG LOGISTIK;SANTOSO;67867927.21;60712039.97;7155887.24;10.5438;REGULAR
01/05/2025;MDP;MOCK-0105202504250058;PT. SEJATI KONSULTAN;SANTOSO;19467371.82;17177103.39;2290268.43;11.7647;REGULAR
01/05/2025;MDP;MOCK-0105202504250059;PT. AGUNG LOGISTIK;SANTOSO;11714932.93;10729026.13;985906.8;8.4158;REGULAR
01/05/2025;MDP;MOCK-0105202504250060;PT. AGUNG LOGISTIK;SANTOSO;52469343.02;46599174.95;5870168.07;11.1878;REGULAR
01/05/2025;MDP;MOCK-0105202505250061;PT. AGUNG LOGISTIK;SANTOSO;101596348.54;84845924.2;16750424.34;16.4872;REGULAR
01/05/2025;MDP;MOCK-0105202505250062;PT. AGUNG LOGISTIK;SANTOSO;253725582.99;240878238.15;12847344.84;5.0635;REGULAR
01/05/2025;MDP;MOCK-0105202505250063;PT. AGUNG LOGISTIK;SANTOSO;172722449.95;156342400.13;16380049.82;9.4835;REGULAR
01/05/2025;MDP;MOCK-0105202505250064;PT. SEJATI KONSULTAN;SANTOSO;17602271.28;15712326.2;1889945.08;10.7369;REGULAR
01/05/2025;MDP;MOCK-0105202505250065;PT. SEJATI KONSULTAN;SANTOSO;14320750.64;12496457.73;1824292.91;12.7388;REGULAR
01/05/2025;MDP;MOCK-0105202505250066;PT. INDAH BERKAT;SANTOSO;15847488.53;14193819.33;1653669.2;10.4349;NEW CUSTOMER
01/05/2025;MDP;MOCK-0105202505250067;PT. AGUNG LOGISTIK;SANTOSO;16359556.71;14366674.15;1992882.56;12.1818;REGULAR
01/05/2025;MDP;MOCK-0105202505250068;PT. ASRI LOGISTIK;SANTOSO;12649509.77;11438349.19;1211160.58;9.5748;REGULAR
01/05/2025;MDP;MOCK-0105202505250069;PT. AGUNG LOGISTIK;SANTOSO;104571086.54;92843205.47;11727881.07;11.2152;REGULAR
01/05/2025;MDP;MOCK-0105202505250070;PT. AGUNG LOGISTIK;SANTOSO;78712980.42;71387124.57;7325855.85;9.307;REGULAR
01/05/2025;MDP;MOCK-0105202505250071;PT. AGUNG LOGISTIK;SANTOSO;12825166.58;11768572.39;1056594.19;8.2384;REGULAR
01/05/2025;MDP;MOCK-0105202505250072;PT. AGUNG LOGISTIK;SANTOSO;60462462.53;53874685.2;6587777.33;10.8956;REGULAR
01/05/2025;MDP;MOCK-0105202505250073;CV. CAHAYA ENERGI;SANTOSO;6331834.93;5073609.25;1258225.68;19.8714;NEW CUSTOMER
01/05/2025;MDP;MOCK-0105202505250074;PT. AGUNG LOGISTIK;SANTOSO;27806813.01;24617097.46;3189715.55;11.471;REGULAR
01/05/2025;MDP;MOCK-0105202505250075;CV. INDAH TEKNIK;SANTOSO;17151992.25;16047972.91;1104019.34;6.4367;REGULAR
01/05/2025;MDP;MOCK-0105202505250037;PT. BERKAH FURNITURE;FERNANDO;4835998.88;4490570.39;345428.49;7.1429;REGULAR
01/05/2025;MDP;MOCK-0105202505250038;PT. BERKAH FURNITURE;FERNANDO;2835104.95;2289892.46;545212.49;19.2308;REGULAR
01/05/2025;MDP;MOCK-0105202505250039;CV. AGUNG INDUSTRI;FERNANDO;109228425.26;98725692.06;10502733.2;9.6154;REGULAR
01/05/2025;MDP;MOCK-0105202505250040;CV. AGUNG INDUSTRI;FERNANDO;60757490.0;53879283.59;6878206.41;11.3208;REGULAR
01/05/2025;MDP;MOCK-0105202505250041;PT. BERKAH FURNITURE;FERNANDO;5143178.48;4525997.06;617181.42;12.0;REGULAR
01/05/2025;MDP;MOCK-0105202505250042;PT. BERKAH FURNITURE;FERNANDO;5561558.22;5215379.6;346178.62;6.2245;REGULAR
01/05/2025;MDP;MOCK-0105202505250043;CV. BINTANG FURNITURE;BUDIMAN;815420.57;500607.64;314812.93;38.6074;REGULAR
01/05/2025;EXPORT FCL;MOCK-0105202505250017;PT. SUKSES SENTRAL;BUDIMAN;4290252.14;4005712.28;284539.86;6.6322;REGULAR
01/05/2025;EXPORT FCL;MOCK-0105202505250018;PT. BERSAMA PERKASA;BUDIMAN;98006345.85;82847348.5;15158997.35;15.4674;REGULAR
01/05/2025;EXPORT FCL;MOCK-0105202505250019;CV. BINTANG BANGUNAN;KUSUMA;8562255.99;7337785.29;1224470.7;14.3008;NEW CUSTOMER
01/05/2025;IMPORT FCL;MOCK-0105202505250004;CV. AGUNG INDUSTRI;FERNANDO;43243633.94;24981653.85;18261980.09;42.2304;REGULAR
01/05/2025;IMPORT FCL;MOCK-0105202505250005;PT. INDAH TEKNIK;BUDIMAN;2092120.77;1590011.78;502108.99;24.0;REGULAR
01/06/2025;EXPORT AF;MOCK-0106202506250009;PT. BINTANG LOGISTIK;FERNANDO;6641913.42;5988638.17;653275.25;9.8356;REGULAR
01/06/2025;EXPORT AF;MOCK-0106202506250010;CV. SEJATI KREASI;FERNANDO;271723776.45;218246248.28;53477528.17;19.6808;REGULAR
01/06/2025;EXPORT LCL;MOCK-0106202505250020;PT. JAYA LOGISTIK;FERNANDO;42552562.58;22980900.01;19571662.57;45.9941;REGULAR
01/06/2025;EXPORT FCL;MOCK-0106202506250021;PT. GLOBAL BANGUNAN;BUDIMAN;528728.98;459765.98;68963.0;13.0432;REGULAR
01/06/2025;EXPORT FCL;MOCK-0106202506250022;PT. SUKSES NIAGA;BUDIMAN;2823562.4;1975218.78;848343.62;30.0452;REGULAR
01/06/2025;EXPORT FCL;MOCK-0106202506250003;CV. BINTANG BANGUNAN;KUSUMA;156194.76;78097.38;78097.38;50.0;REGULAR
01/06/2025;EXPORT FCL;MOCK-0106202506250004;CV. BAHARI KONSULTAN;BUDIMAN;14423815.62;12685669.47;1738146.15;12.0505;REGULAR
01/06/2025;EXPORT FCL;MOCK-0106202506250005;PT. BINTANG ENERGI;BUDIMAN;1509584.92;1006389.94;503194.98;33.3333;NEW CUSTOMER
01/06/2025;EXPORT FCL;MOCK-0106202506250006;PT. GLOBAL BANGUNAN;BUDIMAN;1816542.93;1375382.5;441160.43;24.2857;REGULAR
01/06/2025;MDP;MOCK-0106202505250076;PT. AGUNG LOGISTIK;SANTOSO;13833519.56;12756812.68;1076706.88;7.7833;REGULAR
01/06/2025;MDP;MOCK-0106202505250077;PT. AGUNG LOGISTIK;SANTOSO;52601999.13;47926960.61;4675038.52;8.8876;REGULAR
01/06/2025;MDP;MOCK-0106202505250078;PT. AGUNG LOGISTIK;SANTOSO;14068170.32;12631263.29;1436907.03;10.2139;REGULAR
01/06/2025;MDP;MOCK-0106202505250079;CV. INDAH TEKNIK;SANTOSO;14465655.91;13068791.18;1396864.73;9.6564;REGULAR
01/06/2025;MDP;MOCK-0106202506250080;PT. GLOBAL INDUSTRI;KUSUMA;12482120.57;11400466.36;1081654.21;8.6656;NEW CUSTOMER
01/06/2025;MDP;MOCK-0106202506250081;PT. CAHAYA NIAGA;SANTOSO;86439311.24;76413943.35;10025367.89;11.5982;REGULAR
01/06/2025;MDP;MOCK-0106202506250082;PT. AGUNG LOGISTIK;SANTOSO;12698096.49;12053245.19;644851.3;5.0783;REGULAR
01/06/2025;MDP;MOCK-0106202506250083;PT. AGUNG LOGISTIK;SANTOSO;10366878.24;9554180.79;812697.45;7.8394;REGULAR
01/06/2025;MDP;MOCK-0106202506250084;PT. ASRI LOGISTIK;SANTOSO;75883687.8;71782504.75;4101183.05;5.4046;REGULAR
01/06/2025;MDP;MOCK-0106202506250085;PT. ASRI LOGISTIK;SANTOSO;16070686.14;14586612.0;1484074.14;9.2347;REGULAR
01/06/2025;MDP;MOCK-0106202506250086;CV. SUKSES LOGISTIK;SANTOSO;14874726.17;13360659.23;1514066.94;10.1788;NEW CUSTOMER
01/06/2025;MDP;MOCK-0106202506250087;PT. ASRI LOGISTIK;SANTOSO;14040835.67;12723253.61;1317582.06;9.3839;REGULAR
01/06/2025;MDP;MOCK-0106202506250088;PT. SEJATI KONSULTAN;SANTOSO;16428928.79;14289984.05;2138944.74;13.0194;REGULAR
01/06/2025;MDP;MOCK-0106202506250089;PT. AGUNG LOGISTIK;SANTOSO;10991045.99;9859416.91;1131629.08;10.2959;REGULAR
01/06/2025;MDP;MOCK-0106202506250090;PT. AGUNG LOGISTIK;SANTOSO;72531004.84;65341108.8;7189896.04;9.9129;REGULAR
01/06/2025;MDP;MOCK-0106202506250091;PT. BERKAH ENERGI;SANTOSO;28479990.57;25558663.45;2921327.12;10.2575;REGULAR
01/06/2025;MDP;MOCK-0106202506250092;PT. AGUNG LOGISTIK;SANTOSO;111479604.26;103061396.85;8418207.41;7.5513;REGULAR
01/06/2025;MDP;MOCK-0106202506250093;PT. CAHAYA NIAGA;SANTOSO;32653024.08;29634094.64;3018929.44;9.2455;REGULAR
01/06/2025;MDP;MOCK-0106202506250094;PT. AGUNG LOGISTIK;SANTOSO;183458643.58;172296409.82;11162233.76;6.0843;REGULAR
01/06/2025;MDP;MOCK-0106202506250095;PT. CAHAYA NIAGA;SANTOSO;70187890.51;62944027.99;7243862.52;10.3207;REGULAR
01/06/2025;MDP;MOCK-0106202506250096;PT. BERKAH ENERGI;SANTOSO;14951036.29;13431198.96;1519837.33;10.1654;REGULAR
01/06/2025;MDP;MOCK-0106202506250097;PT. GLOBAL INDUSTRI;KUSUMA;11587611.78;10703926.78;883685.0;7.6261;NEW THIS MONTH
01/06/2025;MDP;MOCK-0106202506250098;PT. AGUNG LOGISTIK;SANTOSO;12806019.76;11405184.57;1400835.19;10.9389;REGULAR
01/06/2025;MDP;MOCK-0106202506250099;PT. ASRI LOGISTIK;SANTOSO;14365994.02;12839424.91;1526569.11;10.6263;REGULAR
01/06/2025;MDP;MOCK-0106202506250100;PT. AGUNG LOGISTIK;SANTOSO;15539288.46;13923990.44;1615298.02;10.3949;REGULAR
01/06/2025;MDP;MOCK-0106202506250101;PT. ASRI LOGISTIK;SANTOSO;32163611.54;29599692.22;2563919.32;7.9715;REGULAR
01/06/2025;MDP;MOCK-0106202506250102;PT. BERKAH ENERGI;SANTOSO;102478589.42;90468813.53;12009775.89;11.7193;REGULAR
