MONTH;JOBTYPE;JOBFILE;CUSTOMER;MKT;REVENUE;COST;PROFIT;MARGIN;NEWCUSTOMER
01/02/2025;MDP;MOCK-01022025000050;PT. MANDIRI MARITIM;WIJAYA;65635399.98;57993793.64;7641606.34;11.6425;REGULAR
01/02/2025;MDP;MOCK-01022025000051;PT. MANDIRI TELKOM;BUDIMAN;40236199.77;35240219.88;4995979.89;12.4166;REGULAR
01/02/2025;MDP;MOCK-01022025000052;PT. KARTIKA PERKASA;PRASETYO;26909900.65;23568597.96;3341302.69;12.4166;REGULAR
01/02/2025;MDP;MOCK-01022025000053;PT. DAYA DISTRIBUSI;BUDIMAN;93142463.58;82972754.42;10169709.16;10.9184;REGULAR
01/02/2025;MDP;MOCK-01022025000054;CV. GLOBAL ANUGRAH;WULANDARI;74848960.57;66676617.57;8172343.0;10.9184;REGULAR
01/02/2025;MDP;MOCK-01022025000055;CV. AGUNG ENERGI;TEJAKUSUMA;14454695.4;13264413.69;1190281.71;8.2346;REGULAR
01/02/2025;MDP;MOCK-01022025000056;PT. MAJU EDUKASI;BUDIMAN;10152585.92;9316564.33;836021.59;8.2346;REGULAR
01/02/2025;MDP;MOCK-01022025000057;PT. PERMATA KREASI;FERNANDO;39950175.03;36054407.51;3895767.52;9.7516;REGULAR
01/02/2025;MDP;MOCK-01022025000058;PT. HARMONI TEKSTIL;KUSUMA;18333807.18;16545973.95;1787833.23;9.7516;REGULAR
01/02/2025;MDP;MOCK-01022025000059;CV. WANA MEDIA;SANTOSO;18695703.73;16716918.14;1978785.59;10.5842;REGULAR
01/02/2025;MDP;MOCK-01022025000060;CV. MULIA INDUSTRI;KUSUMA;9852071.76;8809311.46;1042760.3;10.5842;REGULAR
01/02/2025;MDP;MOCK-01022025000061;PT. YASA KONSULTAN;KUSUMA;20674854.39;18853440.92;1821413.47;8.8098;REGULAR
01/02/2025;MDP;MOCK-01022025000062;PT. KENCANA ANUGRAH;KUSUMA;26589727.05;24247225.08;2342501.97;8.8098;REGULAR
01/02/2025;MDP;MOCK-01022025000063;CV. MANDIRI BANGUNAN;HADI;84778092.8;77290318.68;7487774.12;8.8322;REGULAR
01/02/2025;MDP;MOCK-01022025000064;PT. MAJU KIMIA;FERNANDO;72518480.45;66113500.31;6404980.14;8.8322;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000065;CV. BINTANG KESEHATAN;WIJAYA;9093874.53;6901392.13;2192482.4;24.1094;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000066;PT. SENTOSA PERKASA;FERNANDO;7886475.6;5985090.34;1901385.26;24.1094;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000067;CV. DAYA KONSULTAN;HADI;7556672.15;6476440.72;1080231.43;14.2951;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000068;CV. JAYA DISTRIBUSI;WULANDARI;8551843.05;7329351.26;1222491.79;14.2951;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000069;PT. MULIA PANGAN;WIJAYA;54822237.5;51248294.99;3573942.51;6.5191;REGULAR
01/02/2025;EXPORT FCL;MOCK-01022025000070;CV. WANA KONSULTAN;PRASETYO;54048740.7;50525223.58;3523517.12;6.5191;REGULAR
01/02/2025;MDP;MOCK-01022025000071;PT. INDAH NIAGA;FERNANDO;302136.15;183275.73;118860.42;39.34;REGULAR
01/02/2025;MDP;MOCK-01022025000072;CV. INDAH PERSADA;KUSUMA;161065.2;97702.12;63363.08;39.34;REGULAR
01/02/2025;MDP;MOCK-01022025000073;PT. PURI DISTRIBUSI;TEJAKUSUMA;4897531.52;4523414.53;374116.99;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000074;CV. PRIMA ENERGI;PRASETYO;4900852.18;4526481.53;374370.65;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000075;PT. ASRI KIMIA;KUSUMA;10693725.07;9876843.29;816881.78;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000076;CV. PRIMA TELKOM;HADI;9244999.65;8538784.39;706215.26;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000077;CV. SEJAHTERA TEKNIK;KUSUMA;4486423.21;4143710.33;342712.88;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000078;CV. ABADI FURNITURE;HADI;5591350.19;5164233.17;427117.02;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000079;CV. SARI TELKOM;BUDIMAN;5462642.98;5045357.75;417285.23;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000080;PT. GLOBAL DISTRIBUSI;HADI;3095994.66;2859495.07;236499.59;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000081;PT. JAYA PERTANIAN;BUDIMAN;1894304.97;1484924.61;409380.36;21.6111;REGULAR
01/02/2025;MDP;MOCK-01022025000082;CV. WANA ELEKTRIK;BUDIMAN;1594745.84;1250103.54;344642.3;21.6111;REGULAR
01/02/2025;MDP;MOCK-01022025000083;CV. PERMATA ENERGI;HADI;20927451.09;18414994.64;2512456.45;12.0056;REGULAR
01/02/2025;MDP;MOCK-01022025000084;CV. YASA INDUSTRI;PRASETYO;23315170.91;20516055.46;2799115.45;12.0056;REGULAR
01/02/2025;MDP;MOCK-01022025000085;CV. BERKAH ENERGI;HADI;6393656.03;6044911.16;348744.87;5.4545;REGULAR
01/02/2025;MDP;MOCK-01022025000086;PT. BAHARI SAMUDRA;PRASETYO;5673417.17;5363958.05;309459.12;5.4545;REGULAR
01/02/2025;MDP;MOCK-01022025000087;CV. GADING KESEHATAN;TEJAKUSUMA;4990716.86;4269504.93;721211.93;14.4511;REGULAR
01/02/2025;MDP;MOCK-01022025000088;CV. BINTANG BANGUNAN;KUSUMA;4310748.62;3687799.37;622949.25;14.4511;REGULAR
01/02/2025;MDP;MOCK-01022025000089;CV. CEMERLANG PERSADA;KUSUMA;2843170.67;2368184.57;474986.1;16.7062;REGULAR
01/02/2025;MDP;MOCK-01022025000090;PT. NUSANTARA NIAGA;SANTOSO;2922433.94;2434205.95;488227.99;16.7062;REGULAR
01/02/2025;MDP;MOCK-01022025000091;CV. WANA PERKASA;TEJAKUSUMA;57195241.33;53811189.55;3384051.78;5.9167;REGULAR
01/02/2025;MDP;MOCK-01022025000092;PT. PURI DIRGANTARA;HADI;46533750.19;43780503.3;2753246.89;5.9167;REGULAR
01/02/2025;MDP;MOCK-01022025000093;PT. MULIA PERTANIAN;PRASETYO;2593649.51;2425516.02;168133.49;6.4825;REGULAR
01/02/2025;MDP;MOCK-01022025000094;CV. MANDIRI PERSADA;BUDIMAN;3670329.37;3432400.04;237929.33;6.4825;REGULAR
01/02/2025;MDP;MOCK-01022025000095;CV. SAKTI ELEKTRIK;TEJAKUSUMA;3501459.55;2998522.63;502936.92;14.3636;REGULAR
01/02/2025;MDP;MOCK-01022025000096;CV. YASA KESEHATAN;FERNANDO;3913719.62;3351567.16;562152.46;14.3636;REGULAR
01/02/2025;MDP;MOCK-01022025000097;CV. DELIMA KREASI;PRASETYO;4063260.37;3318329.3;744931.07;18.3333;REGULAR
01/02/2025;MDP;MOCK-01022025000098;CV. SAKTI DIRGANTARA;PRASETYO;2349039.69;1918382.41;430657.28;18.3333;REGULAR
01/02/2025;MDP;MOCK-01022025000099;PT. TUNAS PERSADA;KUSUMA;2601467.33;2416999.65;184467.68;7.0909;REGULAR
01/02/2025;MDP;MOCK-01022025000100;PT. AGUNG KONSULTAN;PRASETYO;2748333.12;2553451.32;194881.8;7.0909;REGULAR
01/02/2025;MDP;MOCK-01022025000101;PT. SEJATI PERKASA;HADI;2207877.91;2007161.73;200716.18;9.0909;REGULAR
01/02/2025;MDP;MOCK-01022025000102;CV. INDAH TRANSPORT;PRASETYO;3242466.97;2947697.23;294769.74;9.0909;REGULAR
01/02/2025;MDP;MOCK-01022025000103;CV. DAYA NIAGA;HADI;8026929.3;7413761.09;613168.21;7.6389;REGULAR
01/02/2025;MDP;MOCK-01022025000104;CV. BAHARI OTOMOTIF;HADI;8530088.0;7878484.06;651603.94;7.6389;REGULAR
01/03/2025;EXPORT AF;MOCK-01032025000105;PT. MUTIARA BERKAT;KUSUMA;23268203.45;19571847.31;3696356.14;15.8859;NEW CUSTOMER
01/03/2025;EXPORT AF;MOCK-01032025000106;PT. PURI KIMIA;HADI;30437493.41;25602233.31;4835260.1;15.8859;NEW CUSTOMER
01/03/2025;EXPORT AF;MOCK-01032025000107;CV. AGUNG KEUANGAN;SANTOSO;8774927.73;6625935.18;2148992.55;24.4901;NEW CUSTOMER
01/03/2025;EXPORT AF;MOCK-01032025000108;PT. CEMERLANG PERTANIAN;FERNANDO;8524966.82;6437190.05;2087776.77;24.4901;NEW CUSTOMER
01/03/2025;IMPORT AF;MOCK-01032025000109;PT. MANDIRI KREASI;HADI;362957.19;325180.11;37777.08;10.4081;REGULAR
01/03/2025;IMPORT AF;MOCK-01032025000110;CV. CAHAYA KIMIA;HADI;341418.9;305883.55;35535.35;10.4081;REGULAR
01/03/2025;MDP;MOCK-01032025000111;CV. GLOBAL BANGUNAN;TEJAKUSUMA;26296003.18;23849727.57;2446275.61;9.3028;REGULAR
01/03/2025;MDP;MOCK-01032025000112;PT. PRIMA BERKAT;BUDIMAN;64867910.06;58833350.91;6034559.15;9.3028;REGULAR
01/03/2025;MDP;MOCK-01032025000113;PT. SEJAHTERA PERSADA;PRASETYO;39998525.25;36246296.36;3752228.89;9.3809;REGULAR
01/03/2025;MDP;MOCK-01032025000114;PT. HARMONI INDUSTRI;TEJAKUSUMA;34928032.84;31651462.69;3276570.15;9.3809;REGULAR
01/03/2025;MDP;MOCK-01032025000115;PT. GADING KREASI;WULANDARI;45171916.55;41448724.22;3723192.33;8.2423;REGULAR
01/03/2025;MDP;MOCK-01032025000116;PT. BINTANG ENERGI;BUDIMAN;72966530.24;66952430.18;6014100.06;8.2423;REGULAR
01/03/2025;MDP;MOCK-01032025000117;CV. BUDI OTOMOTIF;HADI;19518304.54;17909404.48;1608900.06;8.243;REGULAR
01/03/2025;MDP;MOCK-01032025000118;PT. BERSAMA PERSADA;BUDIMAN;16210651.57;14874402.39;1336249.18;8.243;REGULAR
01/03/2025;MDP;MOCK-01032025000119;CV. KARTIKA TEKNIK;SANTOSO;12537952.11;11361076.27;1176875.84;9.3865;REGULAR
01/03/2025;MDP;MOCK-01032025000120;CV. JAYA PERKASA;WIJAYA;16982741.29;15388654.96;1594086.33;9.3865;REGULAR
01/03/2025;MDP;MOCK-01032025000121;PT. INDAH DIRGANTARA;BUDIMAN;14361225.32;12645753.88;1715471.44;11.9452;REGULAR
01/03/2025;MDP;MOCK-01032025000122;CV. GADING KONSULTAN;HADI;10401619.53;9159129.36;1242490.17;11.9452;REGULAR
01/03/2025;MDP;MOCK-01032025000123;CV. WANA KEUANGAN;TEJAKUSUMA;14928391.41;13208590.16;1719801.25;11.5203;NEW CUSTOMER
01/03/2025;MDP;MOCK-01032025000124;CV. CAHAYA PERSADA;BUDIMAN;12051468.42;10663098.44;1388369.98;11.5203;NEW CUSTOMER
01/03/2025;MDP;MOCK-01032025000125;CV. HARMONI EDUKASI;HADI;13964027.12;12947151.26;1016875.86;7.2821;REGULAR
01/03/2025;MDP;MOCK-01032025000126;CV. CAHAYA USAHA;TEJAKUSUMA;11889169.16;11023386.75;865782.41;7.2821;REGULAR
01/03/2025;MDP;MOCK-01032025000127;CV. KENCANA BUANA;KUSUMA;20026430.46;18285381.61;1741048.85;8.6938;REGULAR
01/03/2025;MDP;MOCK-01032025000128;PT. CEMERLANG PERSADA;HADI;18751518.98;17121307.82;1630211.16;8.6938;REGULAR
01/03/2025;MDP;MOCK-01032025000129;PT. INTAN DIRGANTARA;TEJAKUSUMA;100291826.26;90697722.18;9594104.08;9.5662;REGULAR
01/03/2025;MDP;MOCK-01032025000130;PT. TUNAS BERKAT;HADI;92446029.69;83602469.21;8843560.48;9.5662;REGULAR
01/03/2025;MDP;MOCK-01032025000131;CV. DAYA TEKSTIL;TEJAKUSUMA;16395401.19;15063325.48;1332075.71;8.1247;REGULAR
01/03/2025;MDP;MOCK-01032025000132;CV. SARI KIMIA;WULANDARI;18720261.64;17199298.2;1520963.44;8.1247;REGULAR
01/03/2025;MDP;MOCK-01032025000133;CV. BAHARI KREASI;PRASETYO;9691941.4;8934880.05;757061.35;7.8112;REGULAR
01/03/2025;MDP;MOCK-01032025000134;PT. CAHAYA TEKNIK;WIJAYA;22656387.62;20886641.51;1769746.11;7.8112;REGULAR
01/03/2025;MDP;MOCK-01032025000135;PT. KARYA ANUGRAH;TEJAKUSUMA;11265209.09;10349181.63;916027.46;8.1315;REGULAR
01/03/2025;MDP;MOCK-01032025000136;CV. MULIA DAGANG;KUSUMA;10554093.87;9695890.55;858203.32;8.1315;REGULAR
01/03/2025;MDP;MOCK-01032025000137;PT. BAHARI LOGISTIK;WIJAYA;10172686.82;9309554.24;863132.58;8.4848;REGULAR
01/03/2025;MDP;MOCK-01032025000138;PT. MANDIRI SAMUDRA;FERNANDO;18473518.09;16906076.2;1567441.89;8.4848;REGULAR
01/03/2025;MDP;MOCK-01032025000139;CV. MULIA LOGISTIK;KUSUMA;30339208.09;27834392.47;2504815.62;8.256;REGULAR
01/03/2025;MDP;MOCK-01032025000140;CV. KENCANA USAHA;SANTOSO;23550309.9;21605988.09;1944321.81;8.256;REGULAR
01/03/2025;MDP;MOCK-01032025000141;CV. SENTOSA PERKASA;HADI;234591121.0;213219635.02;21371485.98;9.1101;REGULAR
01/03/2025;MDP;MOCK-01032025000142;PT. NUSANTARA KONSULTAN;KUSUMA;138420692.13;125810428.49;12610263.64;9.1101;REGULAR
01/03/2025;MDP;MOCK-01032025000143;PT. SENTOSA TAMBANG;PRASETYO;42364540.23;39232783.88;3131756.35;7.3924;REGULAR
01/03/2025;MDP;MOCK-01032025000144;CV. DELIMA KESEHATAN;KUSUMA;45169810.5;41830677.34;3339133.16;7.3924;REGULAR
01/03/2025;MDP;MOCK-01032025000145;CV. BAHARI TRANSPORT;BUDIMAN;287960321.28;262402174.03;25558147.25;8.8756;REGULAR
01/03/2025;MDP;MOCK-01032025000146;PT. SEJATI KREASI;BUDIMAN;130704374.53;119103603.86;11600770.67;8.8756;REGULAR
01/03/2025;MDP;MOCK-01032025000147;PT. YASA PERKASA;FERNANDO;7825566.81;7174282.57;651284.24;8.3225;REGULAR
01/03/2025;MDP;MOCK-01032025000148;CV. KARTIKA MARITIM;KUSUMA;8292043.13;7601936.31;690106.82;8.3225;REGULAR
01/03/2025;MDP;MOCK-01032025000149;CV. TUNAS EDUKASI;BUDIMAN;21289595.81;19231667.63;2057928.18;9.6664;REGULAR
01/03/2025;MDP;MOCK-01032025000150;CV. DAYA DAGANG;HADI;11022827.37;9957321.6;1065505.77;9.6664;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000151;PT. NUSANTARA BUANA;FERNANDO;19637976.11;13425723.96;6212252.15;31.6339;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000152;PT. BAHARI SAMUDRA;TEJAKUSUMA;21457527.39;14669680.72;6787846.67;31.6339;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000153;CV. ASRI BUANA;WIJAYA;11945028.21;9894847.89;2050180.32;17.1635;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000154;CV. CEMERLANG DISTRIBUSI;HADI;14179619.2;11745905.72;2433713.48;17.1635;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000155;CV. SEJAHTERA BANGUNAN;PRASETYO;13538446.89;8357062.75;5181384.14;38.2716;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000156;PT. MITRA DISTRIBUSI;FERNANDO;8987601.12;5547899.78;3439701.34;38.2716;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000157;CV. MITRA USAHA;HADI;47285232.89;40012269.53;7272963.36;15.381;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000158;CV. CEMERLANG MARITIM;WULANDARI;37849867.39;32028161.92;5821705.47;15.381;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000159;CV. MULIA SENTRAL;WULANDARI;2405635.95;1869381.35;536254.6;22.2916;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000160;CV. TUNAS PROPERTI;WIJAYA;1416228.67;1100528.72;315699.95;22.2916;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000161;PT. CAHAYA KREASI;WULANDARI;8271249.17;7179263.74;1091985.43;13.2022;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000162;CV. PERMATA LOGISTIK;WIJAYA;12918439.66;11212923.65;1705516.01;13.2022;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000163;PT. KARYA MEDIA;WULANDARI;8046696.57;7439545.86;607150.71;7.5453;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000164;CV. DELIMA TRANSPORT;PRASETYO;5498024.73;5083180.01;414844.72;7.5453;NEW CUSTOMER
01/03/2025;EXPORT FCL;MOCK-01032025000165;PT. TUNAS KESEHATAN;TEJAKUSUMA;1408016.98;946019.2;461997.78;32.8119;REGULAR
01/03/2025;EXPORT FCL;MOCK-01032025000166;PT. BINTANG ENERGI;WIJAYA;1163875.14;781985.05;381890.09;32.8119;REGULAR
01/03/2025;IMPORT FCL;MOCK-01032025000167;CV. CEMERLANG BERKAT;BUDIMAN;2128350.89;1708543.04;419807.85;19.7246;REGULAR
01/03/2025;IMPORT FCL;MOCK-01032025000168;PT. NUSANTARA DIRGANTARA;KUSUMA;2233333.35;1792818.17;440515.18;19.7246;REGULAR
01/03/2025;MDP;MOCK-01032025000169;CV. INDAH MARITIM;TEJAKUSUMA;1938821.42;1814952.37;123869.05;6.3889;REGULAR
01/03/2025;MDP;MOCK-01032025000170;PT. PURI DAGANG;WIJAYA;3248942.14;3041371.01;207571.13;6.3889;REGULAR
01/03/2025;MDP;MOCK-01032025000171;PT. BERSAMA BUANA;HADI;13787040.9;13026376.57;760664.33;5.5172;REGULAR
01/03/2025;MDP;MOCK-01032025000172;CV. MAJU SAMUDRA;KUSUMA;21955445.64;20744110.71;1211334.93;5.5172;REGULAR
01/03/2025;MDP;MOCK-01032025000173;CV. NUSANTARA KESEHATAN;WIJAYA;10013474.34;7129930.41;2883543.93;28.7966;REGULAR
01/03/2025;MDP;MOCK-01032025000174;CV. YASA KEUANGAN;HADI;9718497.01;6919896.62;2798600.39;28.7966;REGULAR
01/03/2025;MDP;MOCK-01032025000175;CV. KARYA PERSADA;HADI;1301217.96;1151090.29;150127.67;11.5375;REGULAR
01/03/2025;MDP;MOCK-01032025000176;CV. ABADI ELEKTRIK;TEJAKUSUMA;2137874.11;1891217.47;246656.64;11.5375;REGULAR
01/03/2025;MDP;MOCK-01032025000177;CV. PURI KONSULTAN;TEJAKUSUMA;4849878.91;4173927.03;675951.88;13.9375;REGULAR
01/03/2025;MDP;MOCK-01032025000178;PT. PERMATA KIMIA;BUDIMAN;4549799.1;3915670.85;634128.25;13.9375;REGULAR
01/03/2025;MDP;MOCK-01032025000179;CV. MULIA MEDIA;TEJAKUSUMA;2348576.07;2180581.18;167994.89;7.1531;REGULAR
01/03/2025;MDP;MOCK-01032025000180;PT. INDAH KONSULTAN;BUDIMAN;4418226.51;4102188.45;316038.06;7.1531;REGULAR
01/03/2025;MDP;MOCK-01032025000181;CV. KENCANA PROPERTI;BUDIMAN;4113615.75;3428013.13;685602.62;16.6667;REGULAR
01/03/2025;MDP;MOCK-01032025000182;CV. CAHAYA DIRGANTARA;WIJAYA;1630817.86;1359014.88;271802.98;16.6667;REGULAR
01/03/2025;MDP;MOCK-01032025000183;PT. HARMONI SAMUDRA;PRASETYO;6783380.76;5829467.85;953912.91;14.0625;REGULAR
01/03/2025;MDP;MOCK-01032025000184;CV. MULIA FURNITURE;TEJAKUSUMA;3625543.8;3115701.71;509842.09;14.0625;REGULAR
01/03/2025;MDP;MOCK-01032025000185;CV. SEJAHTERA DISTRIBUSI;WULANDARI;3882516.31;3397201.77;485314.54;12.5;REGULAR
01/03/2025;MDP;MOCK-01032025000186;CV. PRIMA TEKSTIL;HADI;1933763.76;1692043.29;241720.47;12.5;REGULAR
01/04/2025;IMPORT AF;MOCK-01042025000187;CV. BUDI USAHA;FERNANDO;11606207.9;11855355.98;-249148.08;-2.1467;NEW CUSTOMER
01/04/2025;IMPORT AF;MOCK-01042025000188;CV. WANA PERSADA;TEJAKUSUMA;24290226.12;24811659.42;-521433.3;-2.1467;NEW CUSTOMER
